Country,Year,CropName,Comments,Area,Production,Yield,Percentage Of Area Under Irrigation 
India,"Financial Year (Apr - Mar), 1966",Total Pulses,,22120.00,8350.00,377.00,10.86
India,"Financial Year (Apr - Mar), 1966",Tur (Arhar),,2520.00,1130.00,448.00,0.69
India,"Financial Year (Apr - Mar), 1966",Wheat,,12840.00,11390.00,887.00,47.97
India,"Financial Year (Apr - Mar), 1967",Bajra,,12810.00,5190.00,405.00,2.97
India,"Financial Year (Apr - Mar), 1967",Cotton,,8000.00,982.60,123.00,16.68
India,"Financial Year (Apr - Mar), 1967",Foodgrains,,121420.00,95050.00,783.00,21.58
India,"Financial Year (Apr - Mar), 1967",Gram,,8260.00,5970.00,723.00,15.58
India,"Financial Year (Apr - Mar), 1967",Groundnut,,7550.00,5730.00,759.00,5.36
India,"Financial Year (Apr - Mar), 1967",Jowar,,18420.00,10050.00,545.00,3.94
India,"Financial Year (Apr - Mar), 1967",Jute and Mesta,,1200.00,1366.20,1137.00,
India,"Financial Year (Apr - Mar), 1967",Maize,,5580.00,6270.00,1123.00,11.89
India,"Financial Year (Apr - Mar), 1967",Nine Oilseeds,,15670.00,8300.00,530.00,
India,"Financial Year (Apr - Mar), 1967",Nutri/Coarse Cereals,,47340.00,28800.00,608.00,
India,"Financial Year (Apr - Mar), 1967",Potato,,500.00,4230.00,8441.00,
India,"Financial Year (Apr - Mar), 1967",Rapeseed & Mustard,,3240.00,1570.00,483.00,14.83
India,"Financial Year (Apr - Mar), 1967",Rice,,36440.00,37610.00,1032.00,38.56
India,"Financial Year (Apr - Mar), 1967",Sugarcane,,2050.00,95500.00,40665.00,74.08
India,"Financial Year (Apr - Mar), 1967",Tobacco,,420.00,370.00,871.00,17.39
India,"Financial Year (Apr - Mar), 1967",Total Pulses,,22650.00,12100.00,534.00,8.70
India,"Financial Year (Apr - Mar), 1967",Tur (Arhar),,2670.00,1740.00,653.00,0.45
India,"Financial Year (Apr - Mar), 1967",Wheat,,14990.00,16540.00,1103.00,43.35
India,"Financial Year (Apr - Mar), 1968",Bajra,,12050.00,3800.00,315.00,4.09
India,"Financial Year (Apr - Mar), 1968",Cotton,,7600.00,926.50,122.00,16.48
India,"Financial Year (Apr - Mar), 1968",Foodgrains,,120430.00,94010.00,781.00,23.55
India,"Financial Year (Apr - Mar), 1968",Gram,,7110.00,4310.00,607.00,18.83
India,"Financial Year (Apr - Mar), 1968",Groundnut,,7090.00,4630.00,653.00,5.14
India,"Financial Year (Apr - Mar), 1968",Jowar,,18730.00,9800.00,523.00,4.45
India,"Financial Year (Apr - Mar), 1968",Jute and Mesta,,810.00,691.20,855.00,
India,"Financial Year (Apr - Mar), 1968",Maize,,5720.00,5700.00,997.00,19.53
India,"Financial Year (Apr - Mar), 1968",Nine Oilseeds,,14470.00,6850.00,473.00,
India,"Financial Year (Apr - Mar), 1968",Nutri/Coarse Cereals,,46240.00,25180.00,545.00,
India,"Financial Year (Apr - Mar), 1968",Potato,,520.00,4730.00,9011.00,
India,"Financial Year (Apr - Mar), 1968",Rapeseed & Mustard,,2870.00,1350.00,469.00,18.41
India,"Financial Year (Apr - Mar), 1968",Rice,,36970.00,39760.00,1075.00,38.42
India,"Financial Year (Apr - Mar), 1968",Sugarcane,,2530.00,124680.00,49236.00,76.95
India,"Financial Year (Apr - Mar), 1968",Tobacco,,440.00,360.00,821.00,20.44
India,"Financial Year (Apr - Mar), 1968",Total Pulses,,21260.00,10420.00,490.00,9.77
India,"Financial Year (Apr - Mar), 1968",Tur (Arhar),,2530.00,1820.00,718.00,0.54
India,"Financial Year (Apr - Mar), 1968",Wheat,,15960.00,18650.00,1169.00,49.85
India,"Financial Year (Apr - Mar), 1969",Bajra,,12490.00,5330.00,426.00,4.20
India,"Financial Year (Apr - Mar), 1969",Cotton,,7730.00,945.20,122.00,16.41
India,"Financial Year (Apr - Mar), 1969",Foodgrains,,123570.00,99500.00,805.00,23.70
India,"Financial Year (Apr - Mar), 1969",Gram,,7750.00,5550.00,715.00,17.32
India,"Financial Year (Apr - Mar), 1969",Groundnut,,7130.00,5130.00,720.00,5.75
India,"Financial Year (Apr - Mar), 1969",Jowar,,18610.00,9720.00,522.00,4.06
India,"Financial Year (Apr - Mar), 1969",Jute and Mesta,,1090.00,1222.20,1120.00,
India,"Financial Year (Apr - Mar), 1969",Maize,,5860.00,5670.00,968.00,18.23
India,"Financial Year (Apr - Mar), 1969",Nine Oilseeds,,14810.00,7730.00,522.00,
India,"Financial Year (Apr - Mar), 1969",Nutri/Coarse Cereals,,47240.00,27290.00,578.00,
India,"Financial Year (Apr - Mar), 1969",Potato,,500.00,3910.00,7888.00,
India,"Financial Year (Apr - Mar), 1969",Rapeseed & Mustard,,3170.00,1560.00,493.00,23.54
India,"Financial Year (Apr - Mar), 1969",Rice,,37680.00,40430.00,1073.00,38.23
India,"Financial Year (Apr - Mar), 1969",Sugarcane,,2750.00,135020.00,49121.00,75.48
India,"Financial Year (Apr - Mar), 1969",Tobacco,,440.00,340.00,770.00,19.55
India,"Financial Year (Apr - Mar), 1969",Total Pulses,,22020.00,11690.00,531.00,9.38
India,"Financial Year (Apr - Mar), 1969",Tur (Arhar),,2670.00,1840.00,690.00,0.34
India,"Financial Year (Apr - Mar), 1969",Wheat,,16630.00,20090.00,1208.00,51.14
India,"Financial Year (Apr - Mar), 1970",Bajra,,12910.00,8030.00,622.00,3.98
India,"Financial Year (Apr - Mar), 1970",Cotton,,7610.00,809.20,106.00,17.34
India,"Financial Year (Apr - Mar), 1970",Foodgrains,,124320.00,108420.00,872.00,24.11
India,"Financial Year (Apr - Mar), 1970",Gram,,7840.00,5200.00,663.00,15.63
India,"Financial Year (Apr - Mar), 1970",Groundnut,,7330.00,6110.00,834.00,7.55
India,"Financial Year (Apr - Mar), 1970",Jowar,,17370.00,8110.00,466.00,3.64
India,"Financial Year (Apr - Mar), 1970",Jute and Mesta,,1080.00,1114.20,1032.00,
India,"Financial Year (Apr - Mar), 1970",Lentil (Masur),,750.00,370.00,497.00,
India,"Financial Year (Apr - Mar), 1970",Maize,,5850.00,7490.00,1279.00,15.86
India,"Financial Year (Apr - Mar), 1970",Nine Oilseeds,,16640.00,9630.00,579.00,
India,"Financial Year (Apr - Mar), 1970",Nutri/Coarse Cereals,,45950.00,30550.00,665.00,
India,"Financial Year (Apr - Mar), 1970",Potato,,480.00,4810.00,9976.00,
India,"Financial Year (Apr - Mar), 1970",Rapeseed & Mustard,,3320.00,1980.00,594.00,25.16
India,"Financial Year (Apr - Mar), 1970",Rice,,37590.00,42220.00,1123.00,38.36
India,"Financial Year (Apr - Mar), 1970",Soybean,,30.00,10.00,426.00,
India,"Financial Year (Apr - Mar), 1970",Sugarcane,,2620.00,126370.00,48322.00,72.38
India,"Financial Year (Apr - Mar), 1970",Sunflower,,120.00,80.00,653.00,
India,"Financial Year (Apr - Mar), 1970",Tobacco,,450.00,360.00,810.00,23.67
India,"Financial Year (Apr - Mar), 1970",Total Pulses,,22540.00,11820.00,524.00,8.75
India,"Financial Year (Apr - Mar), 1970",Tur (Arhar),,2660.00,1880.00,709.00,0.27
India,"Financial Year (Apr - Mar), 1970",Wheat,,18240.00,23830.00,1307.00,54.25
India,"Financial Year (Apr - Mar), 1971",Bajra,,11770.00,5320.00,452.00,3.65
India,"Financial Year (Apr - Mar), 1971",Cotton,,7800.00,1181.50,151.00,20.29
India,"Financial Year (Apr - Mar), 1971",Foodgrains,,122620.00,105170.00,858.00,24.49
India,"Financial Year (Apr - Mar), 1971",Gram,,7910.00,5080.00,642.00,14.99
India,"Financial Year (Apr - Mar), 1971",Groundnut,,7510.00,6180.00,823.00,7.28
India,"Financial Year (Apr - Mar), 1971",Jowar,,16780.00,7720.00,460.00,4.44
India,"Financial Year (Apr - Mar), 1971",Jute and Mesta,,1110.00,1231.20,1107.00,
India,"Financial Year (Apr - Mar), 1971",Lentil (Masur),,630.00,300.00,481.00,
India,"Financial Year (Apr - Mar), 1971",Maize,,5670.00,5100.00,900.00,14.32
India,"Financial Year (Apr - Mar), 1971",Nine Oilseeds,,17270.00,9080.00,526.00,
India,"Financial Year (Apr - Mar), 1971",Nutri/Coarse Cereals,,43570.00,24600.00,564.00,
India,"Financial Year (Apr - Mar), 1971",Potato,,490.00,4830.00,9810.00,
India,"Financial Year (Apr - Mar), 1971",Rapeseed & Mustard,,3610.00,1430.00,396.00,28.59
India,"Financial Year (Apr - Mar), 1971",Rice,,37760.00,43070.00,1141.00,37.21
India,"Financial Year (Apr - Mar), 1971",Soybean,,30.00,10.00,426.00,
India,"Financial Year (Apr - Mar), 1971",Sugarcane,,2390.00,113570.00,47511.00,71.80
India,"Financial Year (Apr - Mar), 1971",Sunflower,,120.00,80.00,653.00,
India,"Financial Year (Apr - Mar), 1971",Tobacco,,460.00,420.00,914.00,24.50
India,"Financial Year (Apr - Mar), 1971",Total Pulses,,22150.00,11090.00,501.00,8.75
India,"Financial Year (Apr - Mar), 1971",Tur (Arhar),,2350.00,1680.00,718.00,0.30
India,"Financial Year (Apr - Mar), 1971",Wheat,,19140.00,26410.00,1380.00,54.49
India,"Financial Year (Apr - Mar), 1972",Bajra,,11820.00,3930.00,333.00,4.55
India,"Financial Year (Apr - Mar), 1972",Cotton,,7680.00,975.80,127.00,21.01
India,"Financial Year (Apr - Mar), 1972",Foodgrains,,119280.00,97030.00,813.00,25.35
India,"Financial Year (Apr - Mar), 1972",Gram,,6970.00,4540.00,651.00,15.65
India,"Financial Year (Apr - Mar), 1972",Groundnut,,6990.00,4090.00,585.00,6.64
India,"Financial Year (Apr - Mar), 1972",Jowar,,15510.00,6970.00,449.00,3.26
India,"Financial Year (Apr - Mar), 1972",Jute and Mesta,,990.00,1096.20,1104.00,
India,"Financial Year (Apr - Mar), 1972",Lentil (Masur),,830.00,370.00,447.00,
India,"Financial Year (Apr - Mar), 1972",Maize,,5840.00,6390.00,1094.00,18.77
India,"Financial Year (Apr - Mar), 1972",Nine Oilseeds,,15790.00,7140.00,452.00,
India,"Financial Year (Apr - Mar), 1972",Nutri/Coarse Cereals,,42210.00,23140.00,548.00,
India,"Financial Year (Apr - Mar), 1972",Potato,,510.00,4450.00,8821.00,
India,"Financial Year (Apr - Mar), 1972",Rapeseed & Mustard,,3320.00,1810.00,545.00,26.75
India,"Financial Year (Apr - Mar), 1972",Rice,,36690.00,39240.00,1070.00,39.08
India,"Financial Year (Apr - Mar), 1972",Soybean,,30.00,30.00,819.00,
India,"Financial Year (Apr - Mar), 1972",Sugarcane,,2450.00,124870.00,50933.00,75.01
India,"Financial Year (Apr - Mar), 1972",Sunflower,,120.00,80.00,653.00,
India,"Financial Year (Apr - Mar), 1972",Tobacco,,450.00,370.00,837.00,26.28
India,"Financial Year (Apr - Mar), 1972",Total Pulses,,20920.00,9910.00,474.00,8.15
India,"Financial Year (Apr - Mar), 1972",Tur (Arhar),,2420.00,1930.00,795.00,0.37
India,"Financial Year (Apr - Mar), 1972",Wheat,,19460.00,24740.00,1271.00,57.62
India,"Financial Year (Apr - Mar), 1973",Bajra,,13930.00,7520.00,540.00,4.19
India,"Financial Year (Apr - Mar), 1973",Cotton,,7570.00,1072.70,142.00,22.07
India,"Financial Year (Apr - Mar), 1973",Foodgrains,,126540.00,104670.00,827.00,24.47
India,"Financial Year (Apr - Mar), 1973",Gram,,7760.00,4100.00,528.00,15.78
India,"Financial Year (Apr - Mar), 1973",Groundnut,,7020.00,5930.00,845.00,9.13
India,"Financial Year (Apr - Mar), 1973",Jowar,,16720.00,9100.00,544.00,3.97
India,"Financial Year (Apr - Mar), 1973",Jute and Mesta,,1160.00,1382.40,1188.00,
India,"Financial Year (Apr - Mar), 1973",Lentil (Masur),,930.00,410.00,440.00,
India,"Financial Year (Apr - Mar), 1973",Maize,,6020.00,5800.00,965.00,14.66
India,"Financial Year (Apr - Mar), 1973",Nine Oilseeds,,16900.00,9390.00,555.00,
India,"Financial Year (Apr - Mar), 1973",Nutri/Coarse Cereals,,46240.00,28830.00,623.00,
India,"Financial Year (Apr - Mar), 1973",Potato,,540.00,4860.00,8946.00,
India,"Financial Year (Apr - Mar), 1973",Rapeseed & Mustard,,3460.00,1700.00,493.00,30.38
India,"Financial Year (Apr - Mar), 1973",Rice,,38290.00,44050.00,1150.00,38.38
India,"Financial Year (Apr - Mar), 1973",Soybean,,50.00,40.00,829.00,
India,"Financial Year (Apr - Mar), 1973",Sugarcane,,2750.00,140810.00,51163.00,76.46
India,"Financial Year (Apr - Mar), 1973",Sunflower,,240.00,170.00,712.00,
India,"Financial Year (Apr - Mar), 1973",Tobacco,,460.00,460.00,1001.00,24.22
India,"Financial Year (Apr - Mar), 1973",Total Pulses,,23430.00,10010.00,427.00,7.89
India,"Financial Year (Apr - Mar), 1973",Tur (Arhar),,2650.00,1410.00,532.00,0.38
India,"Financial Year (Apr - Mar), 1973",Wheat,,18580.00,21780.00,1172.00,57.70
India,"Financial Year (Apr - Mar), 1974",Bajra,,11290.00,3270.00,290.00,5.54
India,"Financial Year (Apr - Mar), 1974",Cotton,,7560.00,1217.20,161.00,22.92
India,"Financial Year (Apr - Mar), 1974",Foodgrains,,121080.00,99830.00,824.00,26.52
India,"Financial Year (Apr - Mar), 1974",Gram,,7040.00,4020.00,570.00,17.55
India,"Financial Year (Apr - Mar), 1974",Groundnut,,7060.00,5110.00,724.00,8.20
India,"Financial Year (Apr - Mar), 1974",Jowar,,16190.00,10410.00,643.00,4.61
India,"Financial Year (Apr - Mar), 1974",Jute and Mesta,,980.00,1049.40,1068.00,
India,"Financial Year (Apr - Mar), 1974",Lentil (Masur),,950.00,460.00,480.00,
India,"Financial Year (Apr - Mar), 1974",Maize,,5860.00,5560.00,948.00,20.98
India,"Financial Year (Apr - Mar), 1974",Nine Oilseeds,,17310.00,9150.00,529.00,
India,"Financial Year (Apr - Mar), 1974",Nutri/Coarse Cereals,,43150.00,26130.00,606.00,
India,"Financial Year (Apr - Mar), 1974",Potato,,590.00,6230.00,10598.00,
India,"Financial Year (Apr - Mar), 1974",Rapeseed & Mustard,,3680.00,2250.00,612.00,35.37
India,"Financial Year (Apr - Mar), 1974",Rice,,37890.00,39580.00,1045.00,38.81
India,"Financial Year (Apr - Mar), 1974",Soybean,,70.00,50.00,768.00,
India,"Financial Year (Apr - Mar), 1974",Sugarcane,,2890.00,144290.00,49855.00,77.87
India,"Financial Year (Apr - Mar), 1974",Sunflower,,340.00,230.00,671.00,
India,"Financial Year (Apr - Mar), 1974",Tobacco,,380.00,360.00,954.00,20.98
India,"Financial Year (Apr - Mar), 1974",Total Pulses,,22030.00,10020.00,455.00,8.11
India,"Financial Year (Apr - Mar), 1974",Tur (Arhar),,2530.00,1830.00,725.00,0.47
India,"Financial Year (Apr - Mar), 1974",Wheat,,18010.00,24100.00,1338.00,61.77
India,"Financial Year (Apr - Mar), 1975",Bajra,,11570.00,5740.00,496.00,5.08
India,"Financial Year (Apr - Mar), 1975",Cotton,,7350.00,1011.50,138.00,23.48
India,"Financial Year (Apr - Mar), 1975",Foodgrains,,128180.00,121030.00,944.00,26.52
India,"Financial Year (Apr - Mar), 1975",Gram,,8320.00,5880.00,707.00,16.54
India,"Financial Year (Apr - Mar), 1975",Groundnut,,7220.00,6760.00,935.00,6.87
India,"Financial Year (Apr - Mar), 1975",Jowar,,16090.00,9500.00,591.00,4.89
India,"Financial Year (Apr - Mar), 1975",Jute and Mesta,,910.00,1063.80,1164.00,
India,"Financial Year (Apr - Mar), 1975",Lentil (Masur),,940.00,460.00,492.00,
India,"Financial Year (Apr - Mar), 1975",Maize,,6030.00,7260.00,1203.00,16.15
India,"Financial Year (Apr - Mar), 1975",Nine Oilseeds,,16920.00,10610.00,627.00,
India,"Financial Year (Apr - Mar), 1975",Nutri/Coarse Cereals,,43800.00,30410.00,694.00,
India,"Financial Year (Apr - Mar), 1975",Potato,,620.00,7310.00,11738.00,
India,"Financial Year (Apr - Mar), 1975",Rapeseed & Mustard,,3340.00,1940.00,580.00,31.25
India,"Financial Year (Apr - Mar), 1975",Rice,,39480.00,48740.00,1235.00,38.66
India,"Financial Year (Apr - Mar), 1975",Soybean,,90.00,90.00,975.00,
India,"Financial Year (Apr - Mar), 1975",Sugarcane,,2760.00,140600.00,50903.00,77.98
India,"Financial Year (Apr - Mar), 1975",Sunflower,,320.00,220.00,686.00,
India,"Financial Year (Apr - Mar), 1975",Tobacco,,370.00,350.00,950.00,29.79
India,"Financial Year (Apr - Mar), 1975",Total Pulses,,24450.00,13040.00,533.00,7.86
India,"Financial Year (Apr - Mar), 1975",Tur (Arhar),,2670.00,2100.00,786.00,0.44
India,"Financial Year (Apr - Mar), 1975",Wheat,,20450.00,28840.00,1410.00,61.76
India,"Financial Year (Apr - Mar), 1976",Bajra,,10750.00,5850.00,544.00,4.89
India,"Financial Year (Apr - Mar), 1976",Cotton,,6890.00,992.80,144.00,24.60
India,"Financial Year (Apr - Mar), 1976",Foodgrains,,124360.00,111170.00,894.00,27.36
India,"Financial Year (Apr - Mar), 1976",Gram,,7970.00,5420.00,680.00,15.20
India,"Financial Year (Apr - Mar), 1976",Groundnut,,7040.00,5260.00,747.00,5.90
India,"Financial Year (Apr - Mar), 1976",Jowar,,15770.00,10520.00,667.00,5.06
India,"Financial Year (Apr - Mar), 1976",Jute and Mesta,,1090.00,1278.00,1173.00,
India,"Financial Year (Apr - Mar), 1976",Lentil (Masur),,850.00,390.00,461.00,
India,"Financial Year (Apr - Mar), 1976",Maize,,6000.00,6360.00,1060.00,17.66
India,"Financial Year (Apr - Mar), 1976",Nine Oilseeds,,16470.00,8430.00,512.00,
India,"Financial Year (Apr - Mar), 1976",Nutri/Coarse Cereals,,41940.00,28880.00,689.00,
India,"Financial Year (Apr - Mar), 1976",Potato,,620.00,7170.00,11573.00,
India,"Financial Year (Apr - Mar), 1976",Rapeseed & Mustard,,3130.00,1550.00,496.00,34.41
India,"Financial Year (Apr - Mar), 1976",Rice,,38510.00,41920.00,1089.00,38.39
India,"Financial Year (Apr - Mar), 1976",Soybean,,130.00,120.00,988.00,
India,"Financial Year (Apr - Mar), 1976",Sugarcane,,2870.00,153010.00,53383.00,77.19
India,"Financial Year (Apr - Mar), 1976",Sunflower,,260.00,140.00,541.00,
India,"Financial Year (Apr - Mar), 1976",Tobacco,,430.00,420.00,969.00,30.24
India,"Financial Year (Apr - Mar), 1976",Total Pulses,,22980.00,11360.00,494.00,7.50
India,"Financial Year (Apr - Mar), 1976",Tur (Arhar),,2570.00,1730.00,672.00,0.47
India,"Financial Year (Apr - Mar), 1976",Wheat,,20920.00,29010.00,1387.00,65.09
India,"Financial Year (Apr - Mar), 1977",Bajra,,11100.00,4730.00,426.00,4.43
India,"Financial Year (Apr - Mar), 1977",Cotton,,7870.00,1230.80,157.00,26.19
India,"Financial Year (Apr - Mar), 1977",Foodgrains,,127520.00,126410.00,991.00,27.72
India,"Financial Year (Apr - Mar), 1977",Gram,,7970.00,5410.00,678.00,14.71
India,"Financial Year (Apr - Mar), 1977",Groundnut,,7030.00,6090.00,866.00,8.11
India,"Financial Year (Apr - Mar), 1977",Jowar,,16320.00,12060.00,739.00,4.89
India,"Financial Year (Apr - Mar), 1977",Jute and Mesta,,1160.00,1287.00,1108.00,
India,"Financial Year (Apr - Mar), 1977",Lentil (Masur),,880.00,380.00,436.00,
India,"Financial Year (Apr - Mar), 1977",Maize,,5680.00,5970.00,1051.00,16.32
India,"Financial Year (Apr - Mar), 1977",Nine Oilseeds,,17170.00,9660.00,563.00,
India,"Financial Year (Apr - Mar), 1977",Nutri/Coarse Cereals,,42280.00,30020.00,710.00,
India,"Financial Year (Apr - Mar), 1977",Potato,,670.00,8140.00,12228.00,
India,"Financial Year (Apr - Mar), 1977",Rapeseed & Mustard,,3580.00,1650.00,460.00,39.68
India,"Financial Year (Apr - Mar), 1977",Rice,,40280.00,52670.00,1308.00,40.21
India,"Financial Year (Apr - Mar), 1977",Soybean,,200.00,180.00,940.00,
India,"Financial Year (Apr - Mar), 1977",Sugarcane,,3150.00,176970.00,56160.00,78.13
India,"Financial Year (Apr - Mar), 1977",Sunflower,,270.00,140.00,523.00,
India,"Financial Year (Apr - Mar), 1977",Tobacco,,500.00,490.00,979.00,23.33
India,"Financial Year (Apr - Mar), 1977",Total Pulses,,23500.00,11970.00,510.00,7.14
India,"Financial Year (Apr - Mar), 1977",Tur (Arhar),,2630.00,1930.00,735.00,0.49
India,"Financial Year (Apr - Mar), 1977",Wheat,,21460.00,31750.00,1480.00,64.60
India,"Financial Year (Apr - Mar), 1978",Bajra,,11390.00,5570.00,489.00,4.37
India,"Financial Year (Apr - Mar), 1978",Cotton,,8120.00,1353.20,167.00,27.19
India,"Financial Year (Apr - Mar), 1978",Foodgrains,,129010.00,131900.00,1022.00,28.79
India,"Financial Year (Apr - Mar), 1978",Gram,,7710.00,5740.00,745.00,15.63
India,"Financial Year (Apr - Mar), 1978",Groundnut,,7430.00,6210.00,835.00,9.59
India,"Financial Year (Apr - Mar), 1978",Jowar,,16150.00,11440.00,708.00,4.80
India,"Financial Year (Apr - Mar), 1978",Jute and Mesta,,1270.00,1499.40,1186.00,
India,"Financial Year (Apr - Mar), 1978",Lentil (Masur),,1010.00,450.00,443.00,
India,"Financial Year (Apr - Mar), 1978",Maize,,5760.00,6200.00,1076.00,16.34
India,"Financial Year (Apr - Mar), 1978",Nine Oilseeds,,17710.00,10100.00,570.00,
India,"Financial Year (Apr - Mar), 1978",Nutri/Coarse Cereals,,42230.00,30440.00,721.00,
India,"Financial Year (Apr - Mar), 1978",Onion,,210.00,2200.00,10403.00,
India,"Financial Year (Apr - Mar), 1978",Potato,,810.00,10130.00,12555.00,
India,"Financial Year (Apr - Mar), 1978",Rapeseed & Mustard,,3540.00,1860.00,525.00,39.69
India,"Financial Year (Apr - Mar), 1978",Rice,,40480.00,53770.00,1328.00,41.64
India,"Financial Year (Apr - Mar), 1978",Soybean,,310.00,300.00,975.00,
India,"Financial Year (Apr - Mar), 1978",Sugarcane,,3090.00,151660.00,49114.00,77.77
India,"Financial Year (Apr - Mar), 1978",Sunflower,,180.00,100.00,543.00,
India,"Financial Year (Apr - Mar), 1978",Tobacco,,410.00,450.00,1109.00,30.55
India,"Financial Year (Apr - Mar), 1978",Total Pulses,,23660.00,12180.00,515.00,7.90
India,"Financial Year (Apr - Mar), 1978",Tur (Arhar),,2640.00,1890.00,716.00,0.78
India,"Financial Year (Apr - Mar), 1978",Wheat,,22640.00,35510.00,1568.00,65.96
India,"Financial Year (Apr - Mar), 1979",Bajra,,10580.00,3950.00,373.00,5.97
India,"Financial Year (Apr - Mar), 1979",Cotton,,8130.00,1300.50,160.00,27.55
India,"Financial Year (Apr - Mar), 1979",Foodgrains,,125210.00,109700.00,876.00,30.35
India,"Financial Year (Apr - Mar), 1979",Gram,,6990.00,3360.00,481.00,18.61
India,"Financial Year (Apr - Mar), 1979",Groundnut,,7170.00,5770.00,805.00,12.05
India,"Financial Year (Apr - Mar), 1979",Jowar,,16670.00,11650.00,699.00,4.89
India,"Financial Year (Apr - Mar), 1979",Jute and Mesta,,1220.00,1432.80,1177.00,
India,"Financial Year (Apr - Mar), 1979",Lentil (Masur),,850.00,320.00,377.00,
India,"Financial Year (Apr - Mar), 1979",Maize,,5720.00,5600.00,979.00,23.98
India,"Financial Year (Apr - Mar), 1979",Nine Oilseeds,,16940.00,8740.00,516.00,
India,"Financial Year (Apr - Mar), 1979",Nutri/Coarse Cereals,,41360.00,26970.00,652.00,
India,"Financial Year (Apr - Mar), 1979",Onion,,240.00,2500.00,10232.00,
India,"Financial Year (Apr - Mar), 1979",Potato,,690.00,8330.00,12152.00,
India,"Financial Year (Apr - Mar), 1979",Rapeseed & Mustard,,3470.00,1430.00,411.00,41.94
India,"Financial Year (Apr - Mar), 1979",Rice,,39420.00,42330.00,1074.00,42.83
India,"Financial Year (Apr - Mar), 1979",Soybean,,500.00,280.00,568.00,
India,"Financial Year (Apr - Mar), 1979",Sugarcane,,2610.00,128830.00,49358.00,77.20
India,"Financial Year (Apr - Mar), 1979",Sunflower,,60.00,30.00,519.00,
India,"Financial Year (Apr - Mar), 1979",Tobacco,,430.00,440.00,1031.00,32.56
India,"Financial Year (Apr - Mar), 1979",Total Pulses,,22260.00,8570.00,385.00,8.76
India,"Financial Year (Apr - Mar), 1979",Tur (Arhar),,2730.00,1760.00,643.00,1.84
India,"Financial Year (Apr - Mar), 1979",Wheat,,22170.00,31830.00,1436.00,68.32
India,"Financial Year (Apr - Mar), 1980",Bajra,,11660.00,5340.00,458.00,5.53
India,"Financial Year (Apr - Mar), 1980",Cotton,,7820.00,1191.70,152.00,27.28
India,"Financial Year (Apr - Mar), 1980",Foodgrains,,126670.00,129590.00,1023.00,29.66
India,"Financial Year (Apr - Mar), 1980",Gram,,6580.00,4330.00,657.00,20.57
India,"Financial Year (Apr - Mar), 1980",Groundnut,,6800.00,5010.00,736.00,13.30
India,"Financial Year (Apr - Mar), 1980",Jowar,,15810.00,10430.00,660.00,4.68
India,"Financial Year (Apr - Mar), 1980",Jute and Mesta,,1300.00,1468.80,1130.00,
India,"Financial Year (Apr - Mar), 1980",Lentil (Masur),,930.00,470.00,498.00,
India,"Financial Year (Apr - Mar), 1980",Maize,,6010.00,6960.00,1159.00,20.14
India,"Financial Year (Apr - Mar), 1980",Nine Oilseeds,,17600.00,9370.00,532.00,
India,"Financial Year (Apr - Mar), 1980",Nutri/Coarse Cereals,,41780.00,29020.00,695.00,
India,"Financial Year (Apr - Mar), 1980",Onion,,250.00,2500.00,9961.00,
India,"Financial Year (Apr - Mar), 1980",Potato,,730.00,9670.00,13258.00,
India,"Financial Year (Apr - Mar), 1980",Rapeseed & Mustard,,4110.00,2300.00,560.00,43.65
India,"Financial Year (Apr - Mar), 1980",Rice,,40150.00,53630.00,1336.00,40.67
India,"Financial Year (Apr - Mar), 1980",Soybean,,610.00,440.00,728.00,
India,"Financial Year (Apr - Mar), 1980",Sugarcane,,2670.00,154250.00,57844.00,81.26
India,"Financial Year (Apr - Mar), 1980",Sunflower,,120.00,70.00,555.00,
India,"Financial Year (Apr - Mar), 1980",Tobacco,,450.00,480.00,1065.00,33.70
India,"Financial Year (Apr - Mar), 1980",Total Pulses,,22460.00,10630.00,473.00,8.95
India,"Financial Year (Apr - Mar), 1980",Tur (Arhar),,2840.00,1960.00,689.00,2.57
India,"Financial Year (Apr - Mar), 1980",Wheat,,22280.00,36310.00,1630.00,69.98
India,"Financial Year (Apr - Mar), 1981",Bajra,,11780.00,5540.00,470.00,5.95
India,"Financial Year (Apr - Mar), 1981",Cotton,,8060.00,1339.60,166.00,27.67
India,"Financial Year (Apr - Mar), 1981",Foodgrains,,129140.00,133300.00,1032.00,29.59
India,"Financial Year (Apr - Mar), 1981",Gram,,7870.00,4640.00,590.00,17.87
India,"Financial Year (Apr - Mar), 1981",Groundnut,,7430.00,7220.00,972.00,14.24
India,"Financial Year (Apr - Mar), 1981",Jowar,,16600.00,12060.00,727.00,4.63
India,"Financial Year (Apr - Mar), 1981",Jute and Mesta,,1150.00,1506.60,1311.00,
India,"Financial Year (Apr - Mar), 1981",Lentil (Masur),,950.00,500.00,525.00,
India,"Financial Year (Apr - Mar), 1981",Maize,,5940.00,6900.00,1162.00,19.78
India,"Financial Year (Apr - Mar), 1981",Nine Oilseeds,,18910.00,12080.00,639.00,
India,"Financial Year (Apr - Mar), 1981",Nutri/Coarse Cereals,,42450.00,31090.00,733.00,
India,"Financial Year (Apr - Mar), 1981",Onion,,250.00,2650.00,10562.00,
India,"Financial Year (Apr - Mar), 1981",Potato,,760.00,9910.00,12996.00,
India,"Financial Year (Apr - Mar), 1981",Rapeseed & Mustard,,4400.00,2380.00,541.00,44.88
