Country,Year,CropName,Comments,Area,Production,Yield,Percentage Of Area Under Irrigation 
India,"Financial Year (Apr - Mar), 2015",Sunhemp,,11.00,7.49,681.00,
India,"Financial Year (Apr - Mar), 2015",Tobacco,,450.00,800.00,1781.00,67.00
India,"Financial Year (Apr - Mar), 2015",Tomato,,773880.00,18731970.00,24.20,
India,"Financial Year (Apr - Mar), 2015",Total Pulses,,24910.00,16320.00,655.00,19.26
India,"Financial Year (Apr - Mar), 2015",Tur (Arhar),,3960.00,2560.00,646.00,3.84
India,"Financial Year (Apr - Mar), 2015",Wheat,,30420.00,92290.00,3034.00,94.23
India,"Financial Year (Apr - Mar), 2016",Bajra,,7460.00,9730.00,1305.00,10.22
India,"Financial Year (Apr - Mar), 2016",Coconut,,2082.00,16486.00,7918.00,
India,"Financial Year (Apr - Mar), 2016",Cotton,,10830.00,5538.60,512.00,34.00
India,"Financial Year (Apr - Mar), 2016",Foodgrains,,129230.00,275110.00,2129.00,52.16
India,"Financial Year (Apr - Mar), 2016",Gram,,9630.00,9380.00,974.00,38.63
India,"Financial Year (Apr - Mar), 2016",Groundnut,,5340.00,7460.00,1398.00,27.51
India,"Financial Year (Apr - Mar), 2016",Guarseed,,4103.30,1849.50,451.00,
India,"Financial Year (Apr - Mar), 2016",Jowar,,5620.00,4570.00,812.00,9.84
India,"Financial Year (Apr - Mar), 2016",Jute and Mesta,,760.00,1972.80,2585.00,
India,"Financial Year (Apr - Mar), 2016",Lentil (Masur),,1460.00,1220.00,838.00,
India,"Financial Year (Apr - Mar), 2016",Maize,,9630.00,25900.00,2689.00,25.98
India,"Financial Year (Apr - Mar), 2016",Nine Oilseeds,,26180.00,31280.00,1195.00,
India,"Financial Year (Apr - Mar), 2016",Nutri/Coarse Cereals,,25010.00,43770.00,1750.00,
India,"Financial Year (Apr - Mar), 2016",Onion,,1310.00,22430.00,17178.00,
India,"Financial Year (Apr - Mar), 2016",Potato,,2180.00,48600.00,22303.00,
India,"Financial Year (Apr - Mar), 2016",Rapeseed & Mustard,,6070.00,7920.00,1304.00,79.21
India,"Financial Year (Apr - Mar), 2016",Rice,,43990.00,109700.00,2494.00,60.59
India,"Financial Year (Apr - Mar), 2016",Soybean,,11180.00,13160.00,1177.00,
India,"Financial Year (Apr - Mar), 2016",Sugarcane,,4440.00,306070.00,69001.00,95.50
India,"Financial Year (Apr - Mar), 2016",Sunflower,,380.00,250.00,660.00,
India,"Financial Year (Apr - Mar), 2016",Sunhemp,,10.80,8.17,758.00,
India,"Financial Year (Apr - Mar), 2016",Tobacco,,400.00,810.00,2016.00,65.10
India,"Financial Year (Apr - Mar), 2016",Tomato,,796860.00,20708430.00,26.00,
India,"Financial Year (Apr - Mar), 2016",Total Pulses,,29450.00,23130.00,786.00,18.83
India,"Financial Year (Apr - Mar), 2016",Tur (Arhar),,5340.00,4870.00,913.00,4.37
India,"Financial Year (Apr - Mar), 2016",Wheat,,30790.00,98510.00,3200.00,94.50
India,"Financial Year (Apr - Mar), 2017",Bajra,,7480.00,9210.00,1231.00,9.89
India,"Financial Year (Apr - Mar), 2017",Coconut,,2097.00,16413.00,7828.00,
India,"Financial Year (Apr - Mar), 2017",Cotton,,12590.00,5577.70,443.00,33.20
India,"Financial Year (Apr - Mar), 2017",Foodgrains,,127520.00,285010.00,2235.00,53.00
India,"Financial Year (Apr - Mar), 2017",Gram,,10560.00,11380.00,1078.00,48.34
India,"Financial Year (Apr - Mar), 2017",Groundnut,,4890.00,9250.00,1893.00,31.65
India,"Financial Year (Apr - Mar), 2017",Guarseed,,3936.50,1624.30,413.00,
India,"Financial Year (Apr - Mar), 2017",Jowar,,5020.00,4800.00,956.00,10.12
India,"Financial Year (Apr - Mar), 2017",Jute and Mesta,,740.00,1805.40,2435.00,
India,"Financial Year (Apr - Mar), 2017",Lentil (Masur),,1550.00,1620.00,1047.00,
India,"Financial Year (Apr - Mar), 2017",Maize,,9380.00,28750.00,3065.00,28.01
India,"Financial Year (Apr - Mar), 2017",Nine Oilseeds,,24510.00,31460.00,1284.00,
India,"Financial Year (Apr - Mar), 2017",Nutri/Coarse Cereals,,24290.00,46970.00,1934.00,
India,"Financial Year (Apr - Mar), 2017",Onion,,1280.00,23260.00,18103.00,
India,"Financial Year (Apr - Mar), 2017",Potato,,2140.00,51310.00,23957.00,
India,"Financial Year (Apr - Mar), 2017",Rapeseed & Mustard,,5980.00,8430.00,1410.00,80.47
India,"Financial Year (Apr - Mar), 2017",Rice,,43770.00,112760.00,2576.00,61.25
India,"Financial Year (Apr - Mar), 2017",Soybean,,10330.00,10930.00,1058.00,
India,"Financial Year (Apr - Mar), 2017",Sugarcane,,4740.00,379900.00,80198.00,96.30
India,"Financial Year (Apr - Mar), 2017",Sunflower,,280.00,220.00,782.00,
India,"Financial Year (Apr - Mar), 2017",Sunhemp,,10.40,8.46,817.00,
India,"Financial Year (Apr - Mar), 2017",Tobacco,,410.00,950.00,2317.00,66.00
India,"Financial Year (Apr - Mar), 2017",Tomato,,789150.00,19759320.00,25.00,
India,"Financial Year (Apr - Mar), 2017",Total Pulses,,29810.00,25420.00,853.00,22.87
India,"Financial Year (Apr - Mar), 2017",Tur (Arhar),,4440.00,4290.00,967.00,3.93
India,"Financial Year (Apr - Mar), 2017",Wheat,,29650.00,99870.00,3368.00,94.66
India,"Financial Year (Apr - Mar), 2018",Bajra,,7110.00,8660.00,1219.00,9.40
India,"Financial Year (Apr - Mar), 2018",Coconut,,2151.00,14682.00,6826.00,
India,"Financial Year (Apr - Mar), 2018",Cotton,,12610.00,4766.80,378.00,45.10
India,"Financial Year (Apr - Mar), 2018",Foodgrains,,124780.00,285210.00,2286.00,54.32
India,"Financial Year (Apr - Mar), 2018",Gram,,9550.00,9940.00,1041.00,49.56
India,"Financial Year (Apr - Mar), 2018",Groundnut,,4730.00,6730.00,1422.00,30.92
India,"Financial Year (Apr - Mar), 2018",Guarseed,,3469.10,1312.10,378.00,
India,"Financial Year (Apr - Mar), 2018",Jowar,,4090.00,3480.00,849.00,10.10
India,"Financial Year (Apr - Mar), 2018",Jute and Mesta,,700.00,1767.60,2508.00,
India,"Financial Year (Apr - Mar), 2018",Lentil (Masur),,1360.00,1230.00,901.00,
India,"Financial Year (Apr - Mar), 2018",Maize,,9030.00,27720.00,3070.00,26.28
India,"Financial Year (Apr - Mar), 2018",Nine Oilseeds,,24790.00,31520.00,1271.00,
India,"Financial Year (Apr - Mar), 2018",Nutri/Coarse Cereals,,22150.00,43060.00,1944.00,
India,"Financial Year (Apr - Mar), 2018",Onion,,1220.00,22820.00,18705.00,
India,"Financial Year (Apr - Mar), 2018",Potato,,2170.00,50190.00,23129.00,
India,"Financial Year (Apr - Mar), 2018",Rapeseed & Mustard,,6120.00,9260.00,1511.00,83.15
India,"Financial Year (Apr - Mar), 2018",Rice,,44160.00,116480.00,2638.00,62.69
India,"Financial Year (Apr - Mar), 2018",Soybean,,11130.00,13270.00,1192.00,
India,"Financial Year (Apr - Mar), 2018",Sugarcane,,5060.00,405420.00,80105.00,96.60
India,"Financial Year (Apr - Mar), 2018",Sunflower,,260.00,220.00,826.00,
India,"Financial Year (Apr - Mar), 2018",Sunhemp,,10.30,7.47,728.00,
India,"Financial Year (Apr - Mar), 2018",Tobacco,,410.00,660.00,1610.00,67.90
India,"Financial Year (Apr - Mar), 2018",Tomato,,781010.00,19007240.00,24.30,
India,"Financial Year (Apr - Mar), 2018",Total Pulses,,29160.00,22080.00,757.00,23.20
India,"Financial Year (Apr - Mar), 2018",Tur (Arhar),,4550.00,3320.00,729.00,5.19
India,"Financial Year (Apr - Mar), 2018",Wheat,,29320.00,103600.00,3534.00,95.34
India,"Financial Year (Apr - Mar), 2019",Bajra,,7540.00,10360.00,1374.00,
India,"Financial Year (Apr - Mar), 2019",Coconut,,2173.00,14006.00,6445.00,
India,"Financial Year (Apr - Mar), 2019",Cotton,,13480.00,6131.90,455.00,
India,"Financial Year (Apr - Mar), 2019",Foodgrains,,126990.00,297500.00,2343.00,
India,"Financial Year (Apr - Mar), 2019",Gram,,9700.00,11080.00,1142.00,
India,"Financial Year (Apr - Mar), 2019",Groundnut,,4830.00,9950.00,2063.00,
India,"Financial Year (Apr - Mar), 2019",Guarseed,,3140.20,1519.30,484.00,
India,"Financial Year (Apr - Mar), 2019",Jowar,,4820.00,4770.00,989.00,
India,"Financial Year (Apr - Mar), 2019",Jute and Mesta,,670.00,1778.40,2641.00,
India,"Financial Year (Apr - Mar), 2019",Lentil (Masur),,1300.00,1100.00,847.00,
India,"Financial Year (Apr - Mar), 2019",Maize,,9570.00,28770.00,3006.00,
India,"Financial Year (Apr - Mar), 2019",Nine Oilseeds,,27140.00,33220.00,1224.00,
India,"Financial Year (Apr - Mar), 2019",Nutri/Coarse Cereals,,23990.00,47750.00,1991.00,
India,"Financial Year (Apr - Mar), 2019",Onion,,1430.00,26090.00,18245.00,
India,"Financial Year (Apr - Mar), 2019",Potato,,2050.00,48560.00,23688.00,
India,"Financial Year (Apr - Mar), 2019",Rapeseed & Mustard,,6860.00,9120.00,1331.00,
India,"Financial Year (Apr - Mar), 2019",Rice,,43660.00,118870.00,2722.00,
India,"Financial Year (Apr - Mar), 2019",Soybean,,12190.00,11230.00,921.00,
India,"Financial Year (Apr - Mar), 2019",Sugarcane,,4600.00,370500.00,80497.00,
India,"Financial Year (Apr - Mar), 2019",Sunflower,,230.00,210.00,931.00,
India,"Financial Year (Apr - Mar), 2019",Sunhemp,,9.30,6.70,722.00,
India,"Financial Year (Apr - Mar), 2019",Tobacco,,400.00,800.00,1982.00,
India,"Financial Year (Apr - Mar), 2019",Tomato,,817780.00,20550110.00,25.10,
India,"Financial Year (Apr - Mar), 2019",Total Pulses,,27990.00,23030.00,823.00,
India,"Financial Year (Apr - Mar), 2019",Tur (Arhar),,4530.00,3890.00,859.00,
India,"Financial Year (Apr - Mar), 2019",Wheat,,31360.00,107860.00,3440.00,
India,"Financial Year (Apr - Mar), 2020",Bajra,* 4th Advance Estimates,7570.00,10860.00,1436.00,
India,"Financial Year (Apr - Mar), 2020",Coconut,* 3rd Advance Estimates,2185.00,14572.00,6670.00,
India,"Financial Year (Apr - Mar), 2020",Cotton,* 4th Advance Estimates,13010.00,6014.60,462.00,
India,"Financial Year (Apr - Mar), 2020",Foodgrains,* 4th Advance Estimates,129340.00,308650.00,2386.00,
India,"Financial Year (Apr - Mar), 2020",Gram,* 4th Advance Estimates,9850.00,11990.00,1217.00,
India,"Financial Year (Apr - Mar), 2020",Groundnut,* 4th Advance Estimates,6090.00,10210.00,1676.00,
India,"Financial Year (Apr - Mar), 2020",Jowar,* 4th Advance Estimates,4240.00,4780.00,1128.00,
India,"Financial Year (Apr - Mar), 2020",Jute and Mesta,* 4th Advance Estimates,660.00,1720.80,2595.00,
India,"Financial Year (Apr - Mar), 2020",Lentil (Masur),* 4th Advance Estimates,1450.00,1450.00,1001.00,
India,"Financial Year (Apr - Mar), 2020",Maize,* 4th Advance Estimates,9860.00,31510.00,3195.00,
India,"Financial Year (Apr - Mar), 2020",Nine Oilseeds,* 4th Advance Estimates,28790.00,36100.00,1254.00,
India,"Financial Year (Apr - Mar), 2020",Nutri/Coarse Cereals,* 4th Advance Estimates,23830.00,51150.00,2146.00,
India,"Financial Year (Apr - Mar), 2020",Onion,* 3rd Advance Estimates,1640.00,26830.00,16360.00,
India,"Financial Year (Apr - Mar), 2020",Potato,* 3rd Advance Estimates,2250.00,54230.00,24102.00,
India,"Financial Year (Apr - Mar), 2020",Rapeseed & Mustard,* 4th Advance Estimates,6690.00,10110.00,1511.00,
India,"Financial Year (Apr - Mar), 2020",Rice,* 4th Advance Estimates,45070.00,122270.00,2713.00,
India,"Financial Year (Apr - Mar), 2020",Soybean,* 4th Advance Estimates,12810.00,12900.00,1007.00,
India,"Financial Year (Apr - Mar), 2020",Sugarcane,* 4th Advance Estimates,4860.00,399250.00,82205.00,
India,"Financial Year (Apr - Mar), 2020",Sunflower,* 4th Advance Estimates,220.00,230.00,1023.00,
India,"Financial Year (Apr - Mar), 2020",Tomato,* 3rd Advance Estimates,865290.00,21055850.00,24.30,
India,"Financial Year (Apr - Mar), 2020",Total Pulses,* 4th Advance Estimates,28830.00,25720.00,892.00,
India,"Financial Year (Apr - Mar), 2020",Tur (Arhar),* 4th Advance Estimates,4800.00,4280.00,892.00,
India,"Financial Year (Apr - Mar), 2020",Wheat,* 4th Advance Estimates,31610.00,109520.00,3464.00,
